,age,workclass,education,marital.status,occupation,race,sex,native.country,income,partition
4121,47-48,Federal-gov,HS-grad,Married-spouse-absent,Adm-clerical,"White,Black",Female,"United-States,Puerto-Rico",<=50K,88
21325,47-48,Federal-gov,HS-grad,Married-spouse-absent,Adm-clerical,"White,Black",Female,"United-States,Puerto-Rico",<=50K,88
3202,52-58,Federal-gov,Bachelors,Separated,"Prof-specialty,Adm-clerical,Other-service","White,Black","Male,Female","United-States,?",>50K,89
24267,52-58,Federal-gov,Bachelors,Separated,"Prof-specialty,Adm-clerical,Other-service","White,Black","Male,Female","United-States,?",<=50K,89
27843,52-58,Federal-gov,Bachelors,Separated,"Prof-specialty,Adm-clerical,Other-service","White,Black","Male,Female","United-States,?",<=50K,89
1465,42-50,Federal-gov,11th,Never-married,"Tech-support,Sales","White,Black","Male,Female",United-States,<=50K,90
3489,42-50,Federal-gov,11th,Never-married,"Tech-support,Sales","White,Black","Male,Female",United-States,<=50K,90
3507,58-66,Federal-gov,10th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,91
21200,58-66,Federal-gov,10th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,91
11076,50-65,Federal-gov,10th,"Separated,Divorced","Craft-repair,Other-service",White,"Male,Female",United-States,<=50K,92
16489,50-65,Federal-gov,10th,"Separated,Divorced","Craft-repair,Other-service",White,"Male,Female",United-States,<=50K,92
16664,50-65,Federal-gov,10th,"Separated,Divorced","Craft-repair,Other-service",White,"Male,Female",United-States,<=50K,92
158,40-55,Self-emp-not-inc,Prof-school,Divorced,"Other-service,Prof-specialty",White,Female,United-States,<=50K,93
2670,40-55,Self-emp-not-inc,Prof-school,Divorced,"Other-service,Prof-specialty",White,Female,United-States,>50K,93
27420,40-55,Self-emp-not-inc,Prof-school,Divorced,"Other-service,Prof-specialty",White,Female,United-States,<=50K,93
7021,56-71,Self-emp-not-inc,1st-4th,"Separated,Divorced,Never-married","Exec-managerial,Craft-repair","White,Amer-Indian-Eskimo","Male,Female","?,United-States",<=50K,94
20867,56-71,Self-emp-not-inc,1st-4th,"Separated,Divorced,Never-married","Exec-managerial,Craft-repair","White,Amer-Indian-Eskimo","Male,Female","?,United-States",<=50K,94
21655,56-71,Self-emp-not-inc,1st-4th,"Separated,Divorced,Never-married","Exec-managerial,Craft-repair","White,Amer-Indian-Eskimo","Male,Female","?,United-States",<=50K,94
8562,38-63,Self-emp-not-inc,5th-6th,Never-married,"Transport-moving,Sales,Tech-support","White,Asian-Pac-Islander","Male,Female",United-States,<=50K,95
16138,38-63,Self-emp-not-inc,5th-6th,Never-married,"Transport-moving,Sales,Tech-support","White,Asian-Pac-Islander","Male,Female",United-States,<=50K,95
29248,38-63,Self-emp-not-inc,5th-6th,Never-married,"Transport-moving,Sales,Tech-support","White,Asian-Pac-Islander","Male,Female",United-States,<=50K,95
5621,45-58,Self-emp-not-inc,12th,Divorced,"Sales,Craft-repair","White,Black","Female,Male",United-States,<=50K,96
9412,45-58,Self-emp-not-inc,12th,Divorced,"Sales,Craft-repair","White,Black","Female,Male",United-States,<=50K,96
28,37-58,Self-emp-inc,10th,"Never-married,Married-civ-spouse,Widowed",Transport-moving,White,"Male,Female",United-States,>50K,97
5475,37-58,Self-emp-inc,10th,"Never-married,Married-civ-spouse,Widowed",Transport-moving,White,"Male,Female",United-States,<=50K,97
14598,37-58,Self-emp-inc,10th,"Never-married,Married-civ-spouse,Widowed",Transport-moving,White,"Male,Female",United-States,<=50K,97
31,48-81,Self-emp-inc,10th,"Widowed,Married-civ-spouse",Exec-managerial,White,"Female,Male",United-States,>50K,98
3782,48-81,Self-emp-inc,10th,"Widowed,Married-civ-spouse",Exec-managerial,White,"Female,Male",United-States,<=50K,98
29562,48-81,Self-emp-inc,10th,"Widowed,Married-civ-spouse",Exec-managerial,White,"Female,Male",United-States,<=50K,98
1761,48-83,Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,White,Male,United-States,>50K,99
6785,48-83,Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K,99
22635,48-83,Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K,99
10055,37-53,Self-emp-inc,11th,"Divorced,Married-spouse-absent,Widowed","Sales,Exec-managerial",White,"Male,Female","United-States,?",<=50K,100
22993,37-53,Self-emp-inc,11th,"Divorced,Married-spouse-absent,Widowed","Sales,Exec-managerial",White,"Male,Female","United-States,?",<=50K,100
27612,37-53,Self-emp-inc,11th,"Divorced,Married-spouse-absent,Widowed","Sales,Exec-managerial",White,"Male,Female","United-States,?",<=50K,100
15537,37-51,Self-emp-inc,Assoc-acdm,"Never-married,Widowed,Separated","Sales,Exec-managerial",White,"Female,Male",United-States,<=50K,101
25714,37-51,Self-emp-inc,Assoc-acdm,"Never-married,Widowed,Separated","Sales,Exec-managerial",White,"Female,Male",United-States,<=50K,101
27614,37-51,Self-emp-inc,Assoc-acdm,"Never-married,Widowed,Separated","Sales,Exec-managerial",White,"Female,Male",United-States,<=50K,101
4793,46-58,Self-emp-inc,Doctorate,"Separated,Never-married",Prof-specialty,White,"Male,Female","United-States,?",>50K,102
17227,46-58,Self-emp-inc,Doctorate,"Separated,Never-married",Prof-specialty,White,"Male,Female","United-States,?",<=50K,102
32476,46-58,Self-emp-inc,Doctorate,"Separated,Never-married",Prof-specialty,White,"Male,Female","United-States,?",<=50K,102
9748,42-47,Self-emp-inc,7th-8th,"Divorced,Never-married",Craft-repair,"White,Other",Male,"United-States,?",<=50K,103
19423,42-47,Self-emp-inc,7th-8th,"Divorced,Never-married",Craft-repair,"White,Other",Male,"United-States,?",<=50K,103
22001,43-70,Self-emp-inc,9th,"Divorced,Never-married",Sales,White,"Male,Female","United-States,Portugal",<=50K,104
28793,43-70,Self-emp-inc,9th,"Divorced,Never-married",Sales,White,"Male,Female","United-States,Portugal",<=50K,104
1187,46-67,Self-emp-inc,12th,Married-civ-spouse,"Exec-managerial,Craft-repair",White,Male,"United-States,?",<=50K,105
14054,46-67,Self-emp-inc,12th,Married-civ-spouse,"Exec-managerial,Craft-repair",White,Male,"United-States,?",<=50K,105
22208,46-67,Self-emp-inc,12th,Married-civ-spouse,"Exec-managerial,Craft-repair",White,Male,"United-States,?",<=50K,105
1772,42-79,Self-emp-inc,12th,"Widowed,Divorced","Sales,Craft-repair,Exec-managerial",White,"Male,Female",United-States,>50K,106
27416,42-79,Self-emp-inc,12th,"Widowed,Divorced","Sales,Craft-repair,Exec-managerial",White,"Male,Female",United-States,<=50K,106
29692,42-79,Self-emp-inc,12th,"Widowed,Divorced","Sales,Craft-repair,Exec-managerial",White,"Male,Female",United-States,<=50K,106
4787,47-53,Self-emp-inc,5th-6th,Married-civ-spouse,"Transport-moving,Sales",White,Male,"Cuba,Mexico",<=50K,107
9866,47-53,Self-emp-inc,5th-6th,Married-civ-spouse,"Transport-moving,Sales",White,Male,"Cuba,Mexico",>50K,107
12739,45-59,Self-emp-inc,5th-6th,Married-civ-spouse,"Craft-repair,Farming-fishing",White,Male,"?,Italy",>50K,108
27214,45-59,Self-emp-inc,5th-6th,Married-civ-spouse,"Craft-repair,Farming-fishing",White,Male,"?,Italy",<=50K,108
4079,55-65,Local-gov,12th,"Widowed,Never-married","Exec-managerial,Handlers-cleaners,Adm-clerical",White,"Male,Female",United-States,<=50K,109
24378,55-65,Local-gov,12th,"Widowed,Never-married","Exec-managerial,Handlers-cleaners,Adm-clerical",White,"Male,Female",United-States,<=50K,109
29306,55-65,Local-gov,12th,"Widowed,Never-married","Exec-managerial,Handlers-cleaners,Adm-clerical",White,"Male,Female",United-States,<=50K,109
2664,39-49,Local-gov,11th,Divorced,"Sales,Adm-clerical,Handlers-cleaners",White,"Male,Female","Puerto-Rico,United-States",>50K,110
13479,39-49,Local-gov,11th,Divorced,"Sales,Adm-clerical,Handlers-cleaners",White,"Male,Female","Puerto-Rico,United-States",<=50K,110
26990,39-49,Local-gov,11th,Divorced,"Sales,Adm-clerical,Handlers-cleaners",White,"Male,Female","Puerto-Rico,United-States",<=50K,110
12580,58-64,Local-gov,5th-6th,Divorced,Other-service,"Black,White",Female,"Haiti,?",<=50K,111
30063,58-64,Local-gov,5th-6th,Divorced,Other-service,"Black,White",Female,"Haiti,?",<=50K,111
16110,46-58,Local-gov,1st-4th,"Widowed,Never-married","Handlers-cleaners,Other-service","Black,Amer-Indian-Eskimo","Male,Female",United-States,<=50K,112
28811,46-58,Local-gov,1st-4th,"Widowed,Never-married","Handlers-cleaners,Other-service","Black,Amer-Indian-Eskimo","Male,Female",United-States,<=50K,112
23898,53-61,Local-gov,1st-4th,Married-civ-spouse,Other-service,White,Male,Mexico,<=50K,113
30206,53-61,Local-gov,1st-4th,Married-civ-spouse,Other-service,White,Male,Mexico,<=50K,113
13,25-35,Private,Masters,Separated,"Exec-managerial,Other-service,Prof-specialty",White,"Male,Female",United-States,>50K,114
8515,25-35,Private,Masters,Separated,"Exec-managerial,Other-service,Prof-specialty",White,"Male,Female",United-States,<=50K,114
24259,25-35,Private,Masters,Separated,"Exec-managerial,Other-service,Prof-specialty",White,"Male,Female",United-States,>50K,114
17017,28-36,Private,Masters,"Widowed,Married-spouse-absent","Tech-support,Sales","Asian-Pac-Islander,White",Female,"India,United-States",<=50K,115
26574,28-36,Private,Masters,"Widowed,Married-spouse-absent","Tech-support,Sales","Asian-Pac-Islander,White",Female,"India,United-States",>50K,115
24714,29-32,Private,Assoc-voc,"Married-AF-spouse,Widowed","Farming-fishing,Tech-support","White,Black","Male,Female",United-States,>50K,116
29892,29-32,Private,Assoc-voc,"Married-AF-spouse,Widowed","Farming-fishing,Tech-support","White,Black","Male,Female",United-States,<=50K,116
5039,28-35,Private,1st-4th,Married-spouse-absent,"Priv-house-serv,Other-service","White,Other","Female,Male","Guatemala,Dominican-Republic",<=50K,117
14646,28-35,Private,1st-4th,Married-spouse-absent,"Priv-house-serv,Other-service","White,Other","Female,Male","Guatemala,Dominican-Republic",<=50K,117
31956,28-35,Private,1st-4th,Married-spouse-absent,"Priv-house-serv,Other-service","White,Other","Female,Male","Guatemala,Dominican-Republic",<=50K,117
18998,31-36,Private,1st-4th,"Separated,Widowed","Handlers-cleaners,Other-service",White,"Male,Female","Honduras,Mexico",<=50K,118
20639,31-36,Private,1st-4th,"Separated,Widowed","Handlers-cleaners,Other-service",White,"Male,Female","Honduras,Mexico",<=50K,118
22440,30-31,Private,Prof-school,"Widowed,Divorced","Other-service,Tech-support",White,"Male,Female",United-States,<=50K,119
28705,30-31,Private,Prof-school,"Widowed,Divorced","Other-service,Tech-support",White,"Male,Female",United-States,<=50K,119
195,28-35,Private,10th,Widowed,"Adm-clerical,Other-service","White,Black",Female,United-States,<=50K,120
336,28-35,Private,10th,Widowed,"Adm-clerical,Other-service","White,Black",Female,United-States,<=50K,120
1552,29-33,Private,Doctorate,Divorced,"Sales,Prof-specialty",White,"Male,Female",United-States,>50K,121
29989,29-33,Private,Doctorate,Divorced,"Sales,Prof-specialty",White,"Male,Female",United-States,>50K,121
10506,27-28,Private,Doctorate,Never-married,Adm-clerical,White,"Female,Male",United-States,<=50K,122
20918,27-28,Private,Doctorate,Never-married,Adm-clerical,White,"Female,Male",United-States,<=50K,122
1106,26-32,Private,Preschool,"Married-spouse-absent,Married-civ-spouse",Machine-op-inspct,"White,Asian-Pac-Islander","Male,Female","Mexico,Cambodia",<=50K,123
3260,26-32,Private,Preschool,"Married-spouse-absent,Married-civ-spouse",Machine-op-inspct,"White,Asian-Pac-Islander","Male,Female","Mexico,Cambodia",<=50K,123
25737,26-32,Private,Preschool,"Married-spouse-absent,Married-civ-spouse",Machine-op-inspct,"White,Asian-Pac-Islander","Male,Female","Mexico,Cambodia",<=50K,123
1678,27-33,Private,Preschool,Married-civ-spouse,Farming-fishing,White,Male,Mexico,<=50K,124
7211,27-33,Private,Preschool,Married-civ-spouse,Farming-fishing,White,Male,Mexico,<=50K,124
1357,29-35,Self-emp-not-inc,HS-grad,Married-spouse-absent,"Transport-moving,Farming-fishing","Asian-Pac-Islander,White",Male,"India,United-States",>50K,125
22225,29-35,Self-emp-not-inc,HS-grad,Married-spouse-absent,"Transport-moving,Farming-fishing","Asian-Pac-Islander,White",Male,"India,United-States",<=50K,125
3357,24-35,Self-emp-not-inc,Some-college,Separated,"Farming-fishing,Handlers-cleaners,Craft-repair",White,Male,United-States,<=50K,126
8239,24-35,Self-emp-not-inc,Some-college,Separated,"Farming-fishing,Handlers-cleaners,Craft-repair",White,Male,United-States,<=50K,126
22479,24-35,Self-emp-not-inc,Some-college,Separated,"Farming-fishing,Handlers-cleaners,Craft-repair",White,Male,United-States,<=50K,126
328,30-31,Self-emp-not-inc,Bachelors,Married-spouse-absent,"Exec-managerial,Craft-repair",White,Male,United-States,<=50K,127
2943,30-31,Self-emp-not-inc,Bachelors,Married-spouse-absent,"Exec-managerial,Craft-repair",White,Male,United-States,<=50K,127
18481,33-35,Self-emp-not-inc,11th,Divorced,"Handlers-cleaners,Exec-managerial",White,"Male,Female",United-States,<=50K,128
19411,33-35,Self-emp-not-inc,11th,Divorced,"Handlers-cleaners,Exec-managerial",White,"Male,Female",United-States,<=50K,128
28993,30-32,Self-emp-not-inc,11th,"Separated,Married-spouse-absent","Handlers-cleaners,Craft-repair",White,"Female,Male","Nicaragua,Honduras",<=50K,129
32466,30-32,Self-emp-not-inc,11th,"Separated,Married-spouse-absent","Handlers-cleaners,Craft-repair",White,"Female,Male","Nicaragua,Honduras",<=50K,129
597,24-36,Self-emp-not-inc,7th-8th,Married-civ-spouse,"Transport-moving,Machine-op-inspct",White,Male,United-States,>50K,130
2775,24-36,Self-emp-not-inc,7th-8th,Married-civ-spouse,"Transport-moving,Machine-op-inspct",White,Male,United-States,>50K,130
9473,24-36,Self-emp-not-inc,7th-8th,Married-civ-spouse,"Transport-moving,Machine-op-inspct",White,Male,United-States,<=50K,130
10298,24-36,Self-emp-not-inc,7th-8th,Never-married,"Farming-fishing,Other-service",White,"Male,Female","United-States,Mexico",<=50K,131
11946,24-36,Self-emp-not-inc,7th-8th,Never-married,"Farming-fishing,Other-service",White,"Male,Female","United-States,Mexico",<=50K,131
19566,24-36,Self-emp-not-inc,7th-8th,Never-married,"Farming-fishing,Other-service",White,"Male,Female","United-States,Mexico",<=50K,131
1642,29-36,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,White,Male,United-States,>50K,132
1728,29-36,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,White,Male,United-States,>50K,132
3995,26-29,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,White,Male,"United-States,Italy",<=50K,133
6761,26-29,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,White,Male,"United-States,Italy",>50K,133
12414,26-29,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,White,Male,"United-States,Italy",<=50K,133
7722,30-36,Self-emp-not-inc,Prof-school,"Separated,Never-married",Prof-specialty,White,"Male,Female",United-States,>50K,134
12036,30-36,Self-emp-not-inc,Prof-school,"Separated,Never-married",Prof-specialty,White,"Male,Female",United-States,>50K,134
14712,30-36,Self-emp-not-inc,Prof-school,"Separated,Never-married",Prof-specialty,White,"Male,Female",United-States,>50K,134
17060,30-36,Self-emp-not-inc,Prof-school,"Separated,Never-married",Prof-specialty,White,"Male,Female",United-States,<=50K,134
6101,30-32,Self-emp-not-inc,Assoc-voc,Divorced,"Sales,Craft-repair",White,Male,United-States,<=50K,135
6353,30-32,Self-emp-not-inc,Assoc-voc,Divorced,"Sales,Craft-repair",White,Male,United-States,<=50K,135
28180,30-32,Self-emp-not-inc,Assoc-voc,Divorced,"Sales,Craft-repair",White,Male,United-States,<=50K,135
17098,30-36,Self-emp-not-inc,Assoc-voc,"Separated,Divorced","Exec-managerial,Other-service,Machine-op-inspct",White,"Male,Female",United-States,<=50K,136
20430,30-36,Self-emp-not-inc,Assoc-voc,"Separated,Divorced","Exec-managerial,Other-service,Machine-op-inspct",White,"Male,Female",United-States,<=50K,136
21113,30-36,Self-emp-not-inc,Assoc-voc,"Separated,Divorced","Exec-managerial,Other-service,Machine-op-inspct",White,"Male,Female",United-States,<=50K,136
3267,21-30,Self-emp-not-inc,12th,Married-civ-spouse,"Adm-clerical,Transport-moving",White,"Female,Male","Portugal,United-States",<=50K,137
5147,21-30,Self-emp-not-inc,12th,Married-civ-spouse,"Adm-clerical,Transport-moving",White,"Female,Male","Portugal,United-States",<=50K,137
6317,28-32,Self-emp-not-inc,12th,Married-civ-spouse,"Craft-repair,Sales","White,Asian-Pac-Islander","Male,Female","United-States,?",<=50K,138
15653,28-32,Self-emp-not-inc,12th,Married-civ-spouse,"Craft-repair,Sales","White,Asian-Pac-Islander","Male,Female","United-States,?",<=50K,138
24090,28-32,Self-emp-not-inc,12th,Married-civ-spouse,"Craft-repair,Sales","White,Asian-Pac-Islander","Male,Female","United-States,?",<=50K,138
6975,28-35,Self-emp-not-inc,12th,"Never-married,Divorced",Other-service,"Black,White",Female,"Trinadad&Tobago,United-States",<=50K,139
8157,28-35,Self-emp-not-inc,12th,"Never-married,Divorced",Other-service,"Black,White",Female,"Trinadad&Tobago,United-States",<=50K,139
18533,17-33,Self-emp-not-inc,12th,Never-married,"Craft-repair,Handlers-cleaners","Black,White",Male,United-States,<=50K,140
26935,17-33,Self-emp-not-inc,12th,Never-married,"Craft-repair,Handlers-cleaners","Black,White",Male,United-States,<=50K,140
3865,35-36,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,141
5653,35-36,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,141
17009,35-36,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,141
18301,35-36,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,141
30030,35-36,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,141
27263,34-36,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,"Canada,?",>50K,142
29147,34-36,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,"Canada,?",>50K,142
